0_CMG,0.0,1.713804944,0.944235251,0.550958412,1.141062618,0.91560882,0.802417681,1.006359154,0.993689068,0.987409976,17,18,12,0
1_CMG,1.0,0.550958412,0.88530075,1.606837704,0.802417681,0.975791583,1.216064409,0.987409976,0.990149293,1.002774244,18,12,18,0
2_CMG,0.0,1.606837704,3.196479624,1.989298369,1.216064409,3.162234607,2.600384144,1.002774244,3.628442622,3.618404284,12,18,10,2
3_CMG,1.0,1.989298369,0.901012004,0.452929544,2.600384144,1.110513886,0.427057628,3.618404284,1.311427638,0.362432591,18,10,21,0
4_CMG,0.0,0.452929544,0.733874458,1.62028392,0.427057628,0.499950476,1.170686209,0.362432591,0.362610458,1.000490761,10,21,8,0
5_CMG,1.0,1.62028392,8.891755732,5.487776322,1.170686209,1.479455087,1.263750333,1.000490761,1.34473175,1.344072132,21,8,3,0
6_CMG,0.0,5.487776322,1.691006757,0.308140612,1.263750333,1.616388756,1.27904121,1.344072132,1.391409139,1.035219098,8,3,7,0
7_CMG,1.0,0.308140612,1.036893498,3.365001093,1.27904121,1.244891239,0.973300335,1.035219098,1.259135242,1.216298313,3,7,3,0
8_CMG,0.0,3.365001093,0.765900204,0.227607713,0.973300335,1.083835708,1.113567589,1.216298313,1.225088892,1.007227321,7,3,21,0
9_CMG,1.0,0.227607713,0.494002999,2.170414142,1.113567589,3.748777819,3.366457372,1.007227321,6.29890557,6.253708012,3,21,5,0
10_CMG,0.0,2.170414142,0.555080478,0.255748646,3.366457372,0.600982896,0.178520869,6.253708012,0.728538593,0.116497059,21,5,20,0
11_CMG,1.0,0.255748646,0.571070488,2.232936505,0.178520869,0.224124854,1.255454645,0.116497059,0.117967685,1.012623716,5,20,11,0
12_CMG,0.0,2.232936505,3.255697742,1.458034178,1.255454645,1.243926195,0.99081731,1.012623716,1.222668399,1.207426194,20,11,4,0
13_CMG,1.0,1.458034178,0.551110635,0.377981972,0.99081731,1.199034223,1.210146624,1.207426194,1.218108845,1.008847457,11,4,20,0
14_CMG,0.0,0.377981972,0.38177922,1.010046107,1.210146624,1.683911063,1.391493419,1.008847457,1.724808756,1.709682414,4,20,20,0
15_CMG,1.0,1.010046107,9.300838827,9.208330952,1.391493419,2.270105195,1.631416407,1.709682414,2.174889353,1.272101377,20,20,2,1
16_CMG,0.0,9.208330952,2.244231283,0.243717487,1.631416407,0.73901963,0.452992643,1.272101377,0.755784546,0.594122889,20,2,11,0
17_CMG,1.0,0.243717487,1.261195618,5.174826112,0.452992643,0.576370834,1.272362461,0.594122889,0.602118011,1.013457016,2,11,2,0
18_CMG,0.0,5.174826112,0.928402127,0.179407406,1.272362461,0.760731455,0.597888949,1.013457016,0.732907429,0.723175642,11,2,6,0
19_CMG,1.0,0.179407406,0.095255675,0.530946173,0.597888949,0.768101279,1.28468887,0.723175642,0.73658643,1.018544302,2,6,14,0
20_CMG,0.0,0.530946173,0.737062543,1.388205773,1.28468887,1.698701885,1.322267146,1.018544302,2.053921742,2.016526664,6,14,8,0
21_CMG,1.0,1.388205773,5.056856462,3.642728304,1.322267146,2.059114938,1.557260909,2.016526664,2.054881361,1.019020179,14,8,4,1
22_CMG,0.0,3.642728304,2.370108304,0.650640977,1.557260909,1.068325186,0.686028385,1.019020179,0.885096784,0.868576307,8,4,6,0
23_CMG,1.0,0.650640977,20.09122416,30.87912514,0.686028385,0.809897084,1.180559147,0.868576307,0.870167021,1.001831403,4,6,1,0
24_CMG,0.0,30.87912514,0.963212076,0.031192985,1.180559147,0.865493196,0.733121419,1.001831403,0.830812513,0.829293741,6,1,6,0
25_CMG,1.0,0.031192985,0.217985293,6.988279449,0.733121419,0.845859905,1.153778738,0.829293741,0.8337572,1.005382241,1,6,2,0
26_CMG,0.0,6.988279449,3.783786764,0.541447547,1.153778738,1.067371846,0.925109652,1.005382241,0.993745363,0.988425419,6,2,2,0
27_CMG,1.0,0.541447547,0.447643845,0.826753852,0.925109652,1.044437624,1.128987923,0.988425419,1.003953627,1.015710045,2,2,2,0
28_CMG,0.0,0.826753852,0.03271499,0.039570411,1.128987923,0.200585518,0.177668436,1.015710045,0.213590466,0.21028685,2,2,15,0
29_CMG,1.0,0.039570411,0.279170502,7.055031616,0.177668436,0.206633386,1.163028116,0.21028685,0.212103574,1.008639264,2,15,2,0
30_CMG,0.0,7.055031616,17.67604864,2.505452789,1.163028116,1.101498898,0.947095674,1.008639264,1.005810815,0.997195777,15,2,6,0
31_CMG,1.0,2.505452789,0.20498209,0.081814389,0.947095674,0.993491949,1.048987949,0.997195777,1.00340844,1.006230134,2,6,23,0
32_CMG,0.0,0.081814389,0.150218408,1.836087866,1.048987949,2.569707814,2.449701939,1.006230134,3.261372748,3.241179764,6,23,9,0
33_CMG,1.0,1.836087866,0.927065212,0.504913315,2.449701939,3.342078774,1.36427976,3.241179764,3.276804307,1.010991227,23,9,8,0
34_CMG,0.0,0.504913315,0.223807818,0.443259885,1.36427976,0.306195326,0.224437344,1.010991227,0.308766062,0.305409239,9,8,10,0
35_CMG,1.0,0.443259885,1.539257463,3.47258463,0.224437344,0.298897448,1.331763435,0.305409239,0.306829041,1.00464885,8,10,13,0
36_CMG,0.0,3.47258463,18.87658564,5.435889301,1.331763435,1.76462269,1.325027136,1.00464885,1.411010021,1.4044808,10,13,3,2
37_CMG,1.0,5.435889301,1.663694364,0.30605744,1.325027136,1.471357831,1.110435999,1.4044808,1.422461506,1.012802386,13,3,6,0
38_CMG,0.0,0.30605744,0.110169839,0.359964584,1.110435999,0.436863412,0.393416111,1.012802386,0.473082179,0.467102156,3,6,19,0
39_CMG,1.0,0.359964584,0.382997218,1.063985835,0.393416111,0.444927667,1.130934029,0.467102156,0.467468964,1.000785283,6,19,11,0
40_CMG,0.0,1.063985835,1.98409233,1.864773256,1.130934029,1.396015331,1.234391481,1.000785283,1.370278641,1.369203428,19,11,5,0
41_CMG,1.0,1.864773256,0.510716561,0.273875958,1.234391481,1.429355243,1.157943217,1.369203428,1.38166386,1.009100497,11,5,16,0
42_CMG,0.0,0.273875958,0.260047211,0.949507265,1.157943217,0.92850407,0.801856305,1.009100497,1.049762017,1.040294817,5,16,13,0
43_CMG,1.0,0.949507265,6.802235179,7.163963281,0.801856305,1.017983597,1.269533693,1.040294817,1.04915635,1.00851829,16,13,5,1
44_CMG,0.0,7.163963281,4.567878983,0.637618983,1.269533693,1.097634004,0.864596197,1.00851829,0.966064696,0.957904984,13,5,5,2
45_CMG,1.0,0.637618983,0.075493712,0.118399411,0.864596197,0.707115533,0.817856399,0.957904984,0.966495316,1.008967834,5,5,15,0
46_CMG,0.0,0.118399411,0.504247787,4.258870727,0.817856399,1.370955015,1.676278398,1.008967834,1.04939443,1.040067279,5,15,4,0
47_CMG,1.0,4.258870727,52.43585731,12.31215049,1.676278398,1.591607718,0.949488891,1.040067279,1.194330627,1.148320547,15,4,2,1
48_CMG,0.0,12.31215049,4.781805842,0.388381042,0.949488891,1.036903382,1.092064785,1.148320547,1.163986374,1.013642382,4,2,1,0
49_CMG,1.0,0.388381042,0.06931363,0.178468109,1.092064785,0.573257495,0.524929933,1.013642382,0.611981494,0.603744974,2,1,15,0
50_CMG,0.0,0.178468109,0.576355009,3.229456586,0.524929933,0.573101815,1.091768213,0.603744974,0.604230575,1.000804315,1,15,9,0
51_CMG,1.0,3.229456586,7.38466291,2.286658053,1.091768213,1.127633319,1.032850476,1.000804315,1.064616464,1.063760865,15,9,1,1
52_CMG,0.0,0.178468109,0.576355009,3.229456586,0.524929933,0.573101815,1.091768213,0.603744974,0.604230575,1.000804315,9,1,22,0
53_CMG,1.0,0.054209966,0.178382963,3.290593525,1.042809472,2.697764243,2.587015477,1.003115855,2.36218532,2.354847956,1,22,6,0
54_CMG,0.0,3.290593525,101.6783501,30.89969919,2.587015477,3.387033008,1.309243427,2.354847956,3.487716861,1.481079427,22,6,1,2
55_CMG,1.0,30.8996991889,0.439454219667,0.0142219578573,1.30924342676,0.538654750704,0.411424445366,1.48107942685,0.758751517513,0.512296304816,6,1,16,0
56_CMG,0.0,0.0142219578573,0.140517739885,9.88033724294,0.411424445366,0.538131046096,1.30797052085,0.512296304816,0.515588532035,1.00642641219,1,16,3,0
57_CMG,1.0,9.88033724294,1.89851527326,0.192150857464,1.30797052085,0.793005611545,0.606287067563,1.00642641219,0.730839058242,0.726172375237,16,3,8,0
58_CMG,0.0,0.192150857464,0.200440220219,1.04313986867,0.606287067563,0.758960634947,1.25181729176,0.726172375237,0.736154132674,1.01374571352,3,8,21,1
59_CMG,1.0,1.04313986867,0.722834499881,0.692941111343,1.25181729176,0.99111898701,0.791744125547,1.01374571352,1.06482284586,1.05038456061,8,21,13,0
60_CMG,0.0,0.692941111343,0.919835214313,1.32743634236,0.791744125547,1.08228888979,1.36696800756,1.05038456061,1.06808065082,1.01684724897,21,13,5,0
61_CMG,1.0,1.32743634236,1.93481399484,1.45755689602,1.36696800756,1.11075397691,0.812567646622,1.01684724897,0.952933167641,0.937144854946,13,5,7,0
62_CMG,0.0,1.45755689602,0.839796977872,0.576167544585,0.812567646622,0.915316595583,1.126449717,0.937144854946,0.945684061139,1.0091119384,5,7,16,0
63_CMG,1.0,0.576167544585,18.4766155207,32.0681296515,1.126449717,2.88073072834,2.55735403441,1.0091119384,2.74591949148,2.72112477019,7,16,3,1
64_CMG,0.0,32.0681296515,4.54899788589,0.141854169087,2.55735403441,3.17305890787,1.2407585595,2.72112477019,2.82588013395,1.03849708213,16,3,5,0
65_CMG,1.0,0.141854169087,0.344722509933,2.43011898876,1.2407585595,1.05930013862,0.853752029763,1.03849708213,1.1178250099,1.07638724185,3,5,2,0
66_CMG,0.0,2.43011898876,3.39106103287,1.39543003802,0.853752029763,0.996806896352,1.16756020671,1.07638724185,1.09241641837,1.01489164485,5,2,1,0
67_CMG,1.0,1.39543003802,0.0841241272995,0.0602854496517,1.16756020671,0.371097347579,0.31784000983,1.01489164485,0.376671272758,0.371144323309,2,1,13,0
68_CMG,0.0,0.0602854496517,2.07683917988,34.4500902271,0.31784000983,0.353743491791,1.11296086349,0.371144323309,0.372134659717,1.00266833236,1,13,1,0
69_CMG,1.0,34.4500902271,2.21413836966,0.0642709019068,1.11296086349,0.790312242112,0.710098861551,1.00266833236,0.760984716591,0.758959560237,13,1,15,0
70_CMG,0.0,0.0642709019068,0.0252287067307,0.39253699547,0.710098861551,0.756687009243,1.06560797406,0.758959560237,0.760130479508,1.00154279534,1,15,14,0
71_CMG,1.0,0.39253699547,1.13665964738,2.8956752115,1.06560797406,1.86830328664,1.75327449879,1.00154279534,2.12382296686,2.12055139007,15,14,9,0
72_CMG,0.0,2.8956752115,0.922286969146,0.318504977866,1.75327449879,1.09967338514,0.627211190201,2.12055139007,1.40954831674,0.664708397702,14,9,21,0
73_CMG,1.0,0.318504977866,0.328195491057,1.03042499761,0.627211190201,0.805393865024,1.28408720636,0.664708397702,0.665767040678,1.0015926427,9,21,27,0
74_CMG,0.0,1.03042499761,1.99405422865,1.9351764886,1.28408720636,2.67754573007,2.08517436885,1.0015926427,1.96493599983,1.96181153502,21,27,17,2
75_CMG,1.0,1.9351764886,2.92564306652,1.51182234993,2.08517436885,6.21122027242,2.97875341517,1.96181153502,8.11041504633,4.13414586548,27,17,7,1
76_CMG,0.0,1.51182234993,0.60095174238,0.397501559895,2.97875341517,0.273596199135,0.0918492271774,4.13414586548,0.321455409374,0.0777561846711,17,7,34,0
77_CMG,1.0,0.397501559895,0.31644633971,0.796088296594,0.0918492271774,0.105993097144,1.15399008137,0.0777561846711,0.0785129721587,1.00973282692,7,34,20,0
78_CMG,0.0,0.796088296594,1.31073524829,1.64646968672,1.15399008137,2.17471529527,1.8845181864,1.00973282692,2.54312194875,2.51860876555,34,20,9,0
79_CMG,1.0,1.64646968672,2.26119338847,1.37335865137,1.8845181864,2.65033941684,1.40637508089,2.51860876555,2.56305188341,1.01764589978,20,9,22,0
80_CMG,0.0,1.37335865137,0.850811929773,0.619511828847,1.40637508089,0.695476595209,0.494517148846,1.01764589978,0.626834784892,0.615965519074,9,22,19,0
81_CMG,1.0,0.619511828847,0.565048210857,0.912086233945,0.494517148846,0.598975279134,1.2112325741,0.615965519074,0.621461755159,1.00892296064,22,19,21,0
82_CMG,0.0,0.912086233945,1.41627448117,1.55278572185,1.2112325741,1.94151001659,1.60292090727,1.00892296064,2.24880257952,2.22891406702,19,21,19,0
83_CMG,1.0,1.55278572185,0.987858483448,0.636184677347,1.60292090727,1.23764048888,0.772115756473,2.22891406702,1.65326908589,0.741737472227,21,19,23,0
84_CMG,0.0,0.636184677347,0.910293187535,1.43086311247,0.772115756473,1.15906089271,1.50114912562,0.741737472227,0.763401870851,1.02920763671,19,23,11,0
85_CMG,1.0,1.43086311247,4.35602230141,3.04433195841,1.50114912562,2.98030417636,1.98534850768,1.02920763671,2.71687742867,2.63977581565,23,11,11,1
86_CMG,0.0,3.04433195841,1.4028123165,0.460794793624,1.98534850768,1.3013283947,0.655465974699,2.63977581565,1.94345058518,0.736218043084,11,11,16,0
87_CMG,1.0,0.460794793624,0.76051671085,1.65044553752,0.655465974699,1.02000597936,1.55615397097,0.736218043084,0.759367377672,1.03144358496,11,16,5,0
88_CMG,0.0,1.65044553752,0.727765788434,0.440951107981,1.55615397097,0.446423059418,0.286875892583,1.03144358496,0.407470753641,0.395048996942,16,5,13,0
89_CMG,1.0,0.440951107981,2.98706527968,6.7741416806,0.286875892583,0.35512926933,1.23791952727,0.395048996942,0.400705352761,1.01431811209,5,13,2,1
90_CMG,0.0,6.7741416806,17.7352482971,2.61808050869,1.23791952727,1.18823060163,0.95986094044,1.01431811209,1.00653099904,0.992322809817,13,2,2,2
91_CMG,1.0,2.61808050869,0.336466763622,0.128516584003,0.95986094044,1.02988253908,1.07294973229,0.992322809817,1.00225594267,1.01000998139,2,2,6,0
92_CMG,0.0,0.128516584003,0.193265611003,1.5038184566,1.07294973229,0.945352849615,0.881078415105,1.01000998139,1.00058587441,0.99066929323,2,6,8,0
93_CMG,1.0,1.5038184566,4.87996113786,3.24504671189,0.881078415105,0.980697168373,1.11306457128,0.99066929323,0.996705072798,1.00609262809,6,8,2,0
94_CMG,0.0,3.24504671189,0.668810110577,0.206101843812,1.11306457128,0.709067523862,0.637040781063,1.00609262809,0.696688257558,0.692469299649,8,2,14,0
95_CMG,1.0,0.206101843812,0.143217596353,0.694887506601,0.637040781063,0.689635140153,1.0825604273,0.692469299649,0.69530070541,1.00408885385,2,14,11,0
96_CMG,0.0,0.694887506601,0.69940874101,1.00650642639,1.0825604273,0.928170930521,0.85738486935,1.00408885385,0.968644693962,0.964700175935,14,11,10,0
97_CMG,1.0,1.00650642639,18.6477752518,18.5272291989,0.85738486935,0.959417327904,1.11900426775,0.964700175935,0.96681540651,1.00219263003,11,10,1,1
98_CMG,0.0,18.5272291989,0.328493073063,0.0177302860313,1.11900426775,0.597998185678,0.534402059863,1.00219263003,0.626689773634,0.625318681115,10,1,9,0
99_CMG,1.0,0.0177302860313,0.0243621777308,1.37404313094,0.534402059863,0.653732605549,1.2232973161,0.625318681115,0.631871626557,1.01047936938,1,9,20,0
100_CMG,0.0,1.37404313094,3.3191297956,2.41559360173,1.2232973161,1.8424363704,1.50612311999,1.01047936938,1.81430994403,1.79549429607,9,20,3,2
101_CMG,1.0,2.41559360173,4.90337834356,2.02988546586,1.50612311999,1.80857553684,1.20081520086,1.79549429607,1.8132083223,1.0098658215,20,3,4,1
102_CMG,0.0,2.02988546586,0.84161745162,0.414613270442,1.20081520086,0.857669898846,0.714239708353,1.0098658215,0.840907725075,0.832692529218,3,4,7,0
103_CMG,1.0,0.414613270442,0.139079368097,0.335443600125,0.714239708353,0.846225440069,1.18479192654,0.832692529218,0.841924104556,1.01108641547,4,7,16,0
104_CMG,0.0,0.335443600125,178.027874121,530.723716458,1.18479192654,8.91576072218,7.52517005095,1.01108641547,7.90196127648,7.81531742053,7,16,1,0
105_CMG,1.0,530.723716458,1.64602426353,0.00310147109029,7.52517005095,1.40363161814,0.186524903575,7.81531742053,2.41855268388,0.309463141897,16,1,6,0
106_CMG,0.0,0.00310147109029,0.0024026290335,0.774674005835,0.186524903575,0.165941315799,0.889646972705,0.309463141897,0.225435347589,0.728472367363,1,6,13,0
107_CMG,1.0,0.774674005835,1.82328835226,2.35362015316,0.889646972705,1.24793999366,1.40273617732,0.728472367363,0.734166620155,1.0078167039,6,13,11,1
108_CMG,0.0,2.35362015316,26.9164880453,11.436207329,1.40273617732,2.18532436886,1.55790119638,1.0078167039,1.69245655456,1.67932973131,13,11,1,2
109_CMG,1.0,11.436207329,32.2359163119,2.81875934778,1.55790119638,1.6593768785,1.0651361475,1.67932973131,1.68594486401,1.00393915059,11,1,1,0
110_CMG,0.0,2.81875934778,0.0327850979161,0.0116310382942,1.0651361475,0.230834894578,0.216718674998,1.00393915059,0.246688584792,0.245720654133,1,1,15,0
111_CMG,1.0,0.0116310382942,0.0602420964153,5.17942550713,0.216718674998,0.248502933852,1.14666137496,0.245720654133,0.247043639689,1.005384104,1,15,3,0
112_CMG,0.0,5.17942550713,4.58488946778,0.885211972151,1.14666137496,1.02095620381,0.890372891345,1.005384104,0.977582085408,0.972346868745,15,3,4,0
113_CMG,1.0,0.885211972151,1.23099029021,1.39061640481,0.890372891345,0.961200285926,1.07954801328,0.972346868745,0.974332487991,1.00204208941,3,4,11,0
114_CMG,0.0,1.39061640481,5.66628883437,4.07465985211,1.07954801328,1.11870409828,1.03627081382,1.00204208941,1.06085065698,1.05868871995,4,11,1,0
115_CMG,1.0,4.07465985211,0.549114558976,0.134763287957,1.03627081382,1.06487315292,1.02760122037,1.05868871995,1.06164616669,1.00279349981,11,1,3,0
